当前时间:12:30:00    当前价格:7.080000 波动价格:0.0 初始波动:-0.72,比率0.0923%
当前时间:09:39:09    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:39:10    当前价格:6.505000 波动价格:0.005 初始波动:-0.575,比率0.0812%
当前时间:09:39:11    当前价格:6.510000 波动价格:0.005 初始波动:-0.57,比率0.0805%
当前时间:09:39:12    当前价格:6.500000 波动价格:-0.01 初始波动:-0.58,比率0.0819%
当前时间:09:39:14    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:39:19    当前价格:6.505000 波动价格:0.005 初始波动:-0.575,比率0.0812%
当前时间:09:39:24    当前价格:6.500000 波动价格:-0.005 初始波动:-0.58,比率0.0819%
当前时间:09:39:27    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:39:28    当前价格:6.500001 波动价格:1e-06 初始波动:-0.579999,比率0.0819%
当前时间:09:39:30    当前价格:6.510000 波动价格:0.009999 初始波动:-0.57,比率0.0805%
当前时间:09:39:33    当前价格:6.550000 波动价格:0.04 初始波动:-0.53,比率0.0749%
当前时间:09:39:35    当前价格:6.500000 波动价格:-0.05 初始波动:-0.58,比率0.0819%
当前时间:09:39:36    当前价格:6.501000 波动价格:0.001 初始波动:-0.579,比率0.0818%
当前时间:09:39:40    当前价格:6.511000 波动价格:0.01 初始波动:-0.569,比率0.0804%
当前时间:09:39:43    当前价格:6.505000 波动价格:-0.006 初始波动:-0.575,比率0.0812%
当前时间:09:39:46    当前价格:6.510000 波动价格:0.005 初始波动:-0.57,比率0.0805%
当前时间:09:39:51    当前价格:6.511000 波动价格:0.001 初始波动:-0.569,比率0.0804%
当前时间:09:39:52    当前价格:6.511000 波动价格:0.0 初始波动:-0.569,比率0.0804%
当前时间:09:39:54    当前价格:6.511000 波动价格:0.0 初始波动:-0.569,比率0.0804%
当前时间:09:39:57    当前价格:6.505000 波动价格:-0.006 初始波动:-0.575,比率0.0812%
当前时间:09:40:00    当前价格:6.550000 波动价格:0.045 初始波动:-0.53,比率0.0749%
当前时间:09:40:02    当前价格:6.505000 波动价格:-0.045 初始波动:-0.575,比率0.0812%
当前时间:09:40:08    当前价格:6.520000 波动价格:0.015 初始波动:-0.56,比率0.0791%
当前时间:09:40:09    当前价格:6.505000 波动价格:-0.015 初始波动:-0.575,比率0.0812%
当前时间:09:40:12    当前价格:6.520000 波动价格:0.015 初始波动:-0.56,比率0.0791%
当前时间:09:40:14    当前价格:6.500100 波动价格:-0.0199 初始波动:-0.5799,比率0.0819%
当前时间:09:40:17    当前价格:6.500100 波动价格:0.0 初始波动:-0.5799,比率0.0819%
当前时间:09:40:18    当前价格:6.500100 波动价格:0.0 初始波动:-0.5799,比率0.0819%
当前时间:09:40:22    当前价格:6.500100 波动价格:0.0 初始波动:-0.5799,比率0.0819%
当前时间:09:40:24    当前价格:6.520000 波动价格:0.0199 初始波动:-0.56,比率0.0791%
当前时间:09:40:25    当前价格:6.500100 波动价格:-0.0199 初始波动:-0.5799,比率0.0819%
当前时间:09:40:26    当前价格:6.500010 波动价格:-9e-05 初始波动:-0.57999,比率0.0819%
当前时间:09:40:28    当前价格:6.500000 波动价格:-1e-05 初始波动:-0.58,比率0.0819%
当前时间:09:40:29    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:40:30    当前价格:6.500100 波动价格:0.0001 初始波动:-0.5799,比率0.0819%
当前时间:09:40:31    当前价格:6.500100 波动价格:0.0 初始波动:-0.5799,比率0.0819%
当前时间:09:40:33    当前价格:6.500000 波动价格:-0.0001 初始波动:-0.58,比率0.0819%
当前时间:09:40:34    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:40:36    当前价格:6.520000 波动价格:0.02 初始波动:-0.56,比率0.0791%
当前时间:09:40:38    当前价格:6.520000 波动价格:0.0 初始波动:-0.56,比率0.0791%
当前时间:09:40:39    当前价格:6.500000 波动价格:-0.02 初始波动:-0.58,比率0.0819%
当前时间:09:40:41    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:40:43    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:40:44    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:40:45    当前价格:6.470000 波动价格:-0.03 初始波动:-0.61,比率0.0862%
当前时间:09:40:46    当前价格:6.520000 波动价格:0.05 初始波动:-0.56,比率0.0791%
当前时间:09:40:47    当前价格:6.500000 波动价格:-0.02 初始波动:-0.58,比率0.0819%
当前时间:09:40:50    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:40:51    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:40:54    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:40:56    当前价格:6.470000 波动价格:-0.03 初始波动:-0.61,比率0.0862%
当前时间:09:40:57    当前价格:6.460000 波动价格:-0.01 初始波动:-0.62,比率0.0876%
当前时间:09:40:59    当前价格:6.500000 波动价格:0.04 初始波动:-0.58,比率0.0819%
当前时间:09:41:00    当前价格:6.453161 波动价格:-0.046839 初始波动:-0.626839,比率0.0885%
当前时间:09:41:03    当前价格:6.453000 波动价格:-0.000161 初始波动:-0.627,比率0.0886%
当前时间:09:41:04    当前价格:6.453000 波动价格:0.0 初始波动:-0.627,比率0.0886%
当前时间:09:41:06    当前价格:6.500000 波动价格:0.047 初始波动:-0.58,比率0.0819%
当前时间:09:41:07    当前价格:6.453000 波动价格:-0.047 初始波动:-0.627,比率0.0886%
当前时间:09:41:08    当前价格:6.500000 波动价格:0.047 初始波动:-0.58,比率0.0819%
当前时间:09:41:09    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:41:10    当前价格:6.450000 波动价格:-0.05 初始波动:-0.63,比率0.089%
当前时间:09:41:18    当前价格:6.500000 波动价格:0.05 初始波动:-0.58,比率0.0819%
当前时间:09:41:24    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:41:28    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:41:34    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:41:47    当前价格:6.499999 波动价格:-1e-06 初始波动:-0.580001,比率0.0819%
当前时间:09:41:58    当前价格:6.460001 波动价格:-0.039998 初始波动:-0.619999,比率0.0876%
当前时间:09:41:59    当前价格:6.499999 波动价格:0.039998 初始波动:-0.580001,比率0.0819%
当前时间:09:42:03    当前价格:6.500000 波动价格:1e-06 初始波动:-0.58,比率0.0819%
当前时间:09:42:09    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:42:10    当前价格:6.520000 波动价格:0.02 初始波动:-0.56,比率0.0791%
当前时间:09:42:11    当前价格:6.500000 波动价格:-0.02 初始波动:-0.58,比率0.0819%
当前时间:09:42:12    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:42:13    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:42:15    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:42:16    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:42:18    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:42:19    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:42:20    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:42:21    当前价格:6.499900 波动价格:-0.0001 初始波动:-0.5801,比率0.0819%
当前时间:09:42:23    当前价格:6.500000 波动价格:0.0001 初始波动:-0.58,比率0.0819%
当前时间:09:42:25    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:42:27    当前价格:6.500000 波动价格:0.0 初始波动:-0.58,比率0.0819%
当前时间:09:42:39    当前价格:6.540000 波动价格:0.04 初始波动:-0.54,比率0.0763%
当前时间:09:42:46    当前价格:6.600000 波动价格:0.06 初始波动:-0.48,比率0.0678%
当前时间:09:42:50    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:42:52    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:42:54    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:43:01    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:43:05    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:43:18    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:43:21    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:43:22    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:43:26    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:43:27    当前价格:6.551000 波动价格:-0.049 初始波动:-0.529,比率0.0747%
当前时间:09:43:30    当前价格:6.600000 波动价格:0.049 初始波动:-0.48,比率0.0678%
当前时间:09:43:32    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:43:41    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:43:43    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:43:44    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:43:45    当前价格:6.599990 波动价格:-1e-05 初始波动:-0.48001,比率0.0678%
当前时间:09:43:48    当前价格:6.600000 波动价格:1e-05 初始波动:-0.48,比率0.0678%
当前时间:09:43:49    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:43:53    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:43:57    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:43:58    当前价格:6.600000 波动价格:0.0 初始波动:-0.48,比率0.0678%
当前时间:09:44:04    当前价格:6.601000 波动价格:0.001 初始波动:-0.479,比率0.0677%
当前时间:09:44:08    当前价格:6.603300 波动价格:0.0023 初始波动:-0.4767,比率0.0673%
当前时间:09:44:10    当前价格:6.660000 波动价格:0.0567 初始波动:-0.42,比率0.0593%
当前时间:09:44:14    当前价格:6.660000 波动价格:0.0 初始波动:-0.42,比率0.0593%
当前时间:09:44:16    当前价格:6.660000 波动价格:0.0 初始波动:-0.42,比率0.0593%
当前时间:09:44:18    当前价格:6.660000 波动价格:0.0 初始波动:-0.42,比率0.0593%
当前时间:09:44:21    当前价格:6.660000 波动价格:0.0 初始波动:-0.42,比率0.0593%
当前时间:09:44:24    当前价格:6.660000 波动价格:0.0 初始波动:-0.42,比率0.0593%
当前时间:09:44:25    当前价格:6.660000 波动价格:0.0 初始波动:-0.42,比率0.0593%
当前时间:09:44:27    当前价格:6.670000 波动价格:0.01 初始波动:-0.41,比率0.0579%
当前时间:09:44:29    当前价格:6.670000 波动价格:0.0 初始波动:-0.41,比率0.0579%
当前时间:09:44:31    当前价格:6.670000 波动价格:0.0 初始波动:-0.41,比率0.0579%
当前时间:09:44:33    当前价格:6.679900 波动价格:0.0099 初始波动:-0.4001,比率0.0565%
当前时间:09:44:34    当前价格:6.679900 波动价格:0.0 初始波动:-0.4001,比率0.0565%
当前时间:09:44:41    当前价格:6.699000 波动价格:0.0191 初始波动:-0.381,比率0.0538%
当前时间:09:44:42    当前价格:6.679900 波动价格:-0.0191 初始波动:-0.4001,比率0.0565%
当前时间:09:44:43    当前价格:6.700000 波动价格:0.0201 初始波动:-0.38,比率0.0537%
当前时间:09:44:44    当前价格:6.710000 波动价格:0.01 初始波动:-0.37,比率0.0523%
当前时间:09:44:46    当前价格:6.800000 波动价格:0.09 初始波动:-0.28,比率0.0395%
当前时间:09:44:51    当前价格:6.800000 波动价格:0.0 初始波动:-0.28,比率0.0395%
当前时间:09:44:52    当前价格:6.780000 波动价格:-0.02 初始波动:-0.3,比率0.0424%
当前时间:09:44:53    当前价格:6.800000 波动价格:0.02 初始波动:-0.28,比率0.0395%
当前时间:09:44:55    当前价格:6.800000 波动价格:0.0 初始波动:-0.28,比率0.0395%
当前时间:09:44:56    当前价格:6.800000 波动价格:0.0 初始波动:-0.28,比率0.0395%
当前时间:09:44:57    当前价格:6.800000 波动价格:0.0 初始波动:-0.28,比率0.0395%
当前时间:09:44:58    当前价格:6.800000 波动价格:0.0 初始波动:-0.28,比率0.0395%
当前时间:09:44:59    当前价格:6.800000 波动价格:0.0 初始波动:-0.28,比率0.0395%
当前时间:09:45:00    当前价格:6.800000 波动价格:0.0 初始波动:-0.28,比率0.0395%
当前时间:09:45:01    当前价格:6.800000 波动价格:0.0 初始波动:-0.28,比率0.0395%
当前时间:09:45:02    当前价格:6.800000 波动价格:0.0 初始波动:-0.28,比率0.0395%
当前时间:09:45:03    当前价格:6.800000 波动价格:0.0 初始波动:-0.28,比率0.0395%
当前时间:09:45:04    当前价格:6.800000 波动价格:0.0 初始波动:-0.28,比率0.0395%
当前时间:09:45:05    当前价格:6.800000 波动价格:0.0 初始波动:-0.28,比率0.0395%
当前时间:09:45:06    当前价格:6.800000 波动价格:0.0 初始波动:-0.28,比率0.0395%
当前时间:09:45:07    当前价格:6.800000 波动价格:0.0 初始波动:-0.28,比率0.0395%
当前时间:09:45:08    当前价格:6.800000 波动价格:0.0 初始波动:-0.28,比率0.0395%
当前时间:09:45:11    当前价格:6.790000 波动价格:-0.01 初始波动:-0.29,比率0.041%
当前时间:09:45:12    当前价格:6.790000 波动价格:0.0 初始波动:-0.29,比率0.041%
当前时间:09:45:13    当前价格:6.720000 波动价格:-0.07 初始波动:-0.36,比率0.0508%
当前时间:09:45:16    当前价格:6.790000 波动价格:0.07 初始波动:-0.29,比率0.041%
当前时间:09:45:18    当前价格:6.700000 波动价格:-0.09 初始波动:-0.38,比率0.0537%
当前时间:09:45:19    当前价格:6.720000 波动价格:0.02 初始波动:-0.36,比率0.0508%
当前时间:09:45:21    当前价格:6.720000 波动价格:0.0 初始波动:-0.36,比率0.0508%
当前时间:09:45:22    当前价格:6.786590 波动价格:0.06659 初始波动:-0.29341,比率0.0414%
当前时间:09:45:23    当前价格:6.720000 波动价格:-0.06659 初始波动:-0.36,比率0.0508%
当前时间:09:45:24    当前价格:6.700000 波动价格:-0.02 初始波动:-0.38,比率0.0537%
当前时间:09:45:25    当前价格:6.700000 波动价格:0.0 初始波动:-0.38,比率0.0537%
当前时间:09:45:27    当前价格:6.700000 波动价格:0.0 初始波动:-0.38,比率0.0537%
当前时间:09:45:28    当前价格:6.700000 波动价格:0.0 初始波动:-0.38,比率0.0537%
当前时间:09:45:29    当前价格:6.730000 波动价格:0.03 初始波动:-0.35,比率0.0494%
当前时间:09:45:31    当前价格:6.700000 波动价格:-0.03 初始波动:-0.38,比率0.0537%
当前时间:09:45:32    当前价格:6.700000 波动价格:0.0 初始波动:-0.38,比率0.0537%
当前时间:09:45:34    当前价格:6.700000 波动价格:0.0 初始波动:-0.38,比率0.0537%
当前时间:09:45:35    当前价格:6.700000 波动价格:0.0 初始波动:-0.38,比率0.0537%
当前时间:09:45:36    当前价格:6.700000 波动价格:0.0 初始波动:-0.38,比率0.0537%
当前时间:09:45:37    当前价格:6.760000 波动价格:0.06 初始波动:-0.32,比率0.0452%
当前时间:09:45:39    当前价格:6.700000 波动价格:-0.06 初始波动:-0.38,比率0.0537%
当前时间:09:45:42    当前价格:6.780000 波动价格:0.08 初始波动:-0.3,比率0.0424%
当前时间:09:45:45    当前价格:6.700000 波动价格:-0.08 初始波动:-0.38,比率0.0537%
当前时间:09:45:47    当前价格:6.786590 波动价格:0.08659 初始波动:-0.29341,比率0.0414%
当前时间:09:45:50    当前价格:6.700001 波动价格:-0.086589 初始波动:-0.379999,比率0.0537%
当前时间:09:45:52    当前价格:6.790000 波动价格:0.089999 初始波动:-0.29,比率0.041%
当前时间:09:46:03    当前价格:6.780000 波动价格:-0.01 初始波动:-0.3,比率0.0424%
